Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Future Value Notional
Fixed,0.04,nan,0.0,ACT/360,200000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,200000000.0,EUR,MTH,MTH,0.0
Fixed,0.04,nan,0.0,ACT/360,200000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,200000000.0,EUR,MTH,MTH,0.0
Fixed,0.211,nan,0.0,ACT/360,250000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,250000000.0,EUR,MTH,MTH,0.0
Fixed,0.211,nan,0.0,ACT/360,250000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,250000000.0,EUR,MTH,MTH,0.0
Fixed,0.429,nan,0.0,ACT/360,50000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,50000000.0,EUR,MTH,MTH,0.0
Fixed,0.429,nan,0.0,ACT/360,50000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,50000000.0,EUR,MTH,MTH,0.0
Fixed,0.31,nan,0.0,ACT/360,44000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,44000000.0,EUR,MTH,MTH,0.0
Fixed,0.744,nan,0.0,ACT/360,16000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,16000000.0,EUR,MTH,MTH,0.0
Fixed,1.153,nan,0.0,ACT/365.FIXED,28000000.0,AUD,MTH,MTH,Float,0.0,AUD.AUD-BBR-BBSW.6M.AUD-BBR-BBSW,0.0,ACT/365.FIXED,28000000.0,AUD,MTH,MTH,0.0
Fixed,1.48,nan,0.0,ACT/365.FIXED,15000000.0,AUD,MTH,MTH,Float,0.0,AUD.AUD-BBR-BBSW.6M.AUD-BBR-BBSW,0.0,ACT/365.FIXED,15000000.0,AUD,MTH,MTH,0.0
Fixed,0.5185,nan,0.0,ACT/365.FIXED,35000000.0,AUD,MTH,MTH,Float,0.0,AUD.AUD-BBR-BBSW.6M.AUD-BBR-BBSW,0.0,ACT/365.FIXED,35000000.0,AUD,MTH,MTH,0.0
Fixed,0.219,nan,0.0,ACT/365.FIXED,580000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-NZIONA-OIS-COMPOUND.1T.NZD-NZIONA-OIS-COMPOUND,0.0,ACT/365.FIXED,580000000.0,NZD,MTH,MTH,0.0
Fixed,3.849,nan,0.0,ACT/365.FIXED,3000000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,3000000000.0,ZAR,MTH,MTH,0.0
Fixed,0.046,nan,0.0,ACT/365.FIXED,3000000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,3000000000.0,GBP,MTH,MTH,0.0
Fixed,0.08,nan,0.0,ACT/365.FIXED,390000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,390000000.0,GBP,MTH,MTH,0.0
Fixed,0.047,nan,0.0,ACT/365.FIXED,1000000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,1000000000.0,GBP,MTH,MTH,0.0
Fixed,0.594,nan,0.0,ACT/365.FIXED,25000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,25000000.0,CAD,MTH,MTH,0.0
Fixed,1.043,nan,0.0,ACT/360,9000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,9000000.0,USD,MTH,MTH,0.0
Fixed,0.212,nan,0.0,ACT/360,120000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,120000000.0,USD,MTH,MTH,0.0
Fixed,0.7205,nan,0.0,ACT/360,26000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,26000000.0,USD,MTH,MTH,0.0
Fixed,0.371,nan,0.0,ACT/360,100000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,100000000.0,USD,MTH,MTH,0.0
Fixed,0.047,nan,0.0,ACT/365.FIXED,3000000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,3000000000.0,GBP,MTH,MTH,0.0
Fixed,3.914,nan,0.0,ACT/365.FIXED,500000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,500000000.0,ZAR,MTH,MTH,0.0
Fixed,0.071,nan,0.0,ACT/365.FIXED,950000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,950000000.0,GBP,MTH,MTH,0.0
Fixed,0.07,nan,0.0,ACT/365.FIXED,950000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,950000000.0,GBP,MTH,MTH,0.0
Fixed,2.2035,nan,0.0,ACT/365.FIXED,51000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,51000000.0,CAD,MTH,MTH,0.0
Fixed,2.2035,nan,0.0,ACT/365.FIXED,7000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,7000000.0,CAD,MTH,MTH,0.0
Fixed,2.2035,nan,0.0,ACT/365.FIXED,19000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,19000000.0,CAD,MTH,MTH,0.0
Fixed,2.2035,nan,0.0,ACT/365.FIXED,17000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,17000000.0,CAD,MTH,MTH,0.0
Fixed,2.2035,nan,0.0,ACT/365.FIXED,17000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,17000000.0,CAD,MTH,MTH,0.0
Fixed,0.2525,nan,0.0,ACT/360,14000000000.0,JPY,MTH,MTH,Float,0.0,JPY.JPY-LIBOR-BBA.6M.JPY-LIBOR-BBA,0.0,ACT/360,14000000000.0,JPY,MTH,MTH,0.0
Fixed,0.4605,nan,0.0,ACT/360,27985000000.0,JPY,MTH,MTH,Float,0.0,JPY.JPY-LIBOR-BBA.6M.JPY-LIBOR-BBA,0.0,ACT/360,27985000000.0,JPY,MTH,MTH,0.0
Fixed,0.7375,nan,0.0,ACT/360,6000000000.0,JPY,MTH,MTH,Float,0.0,JPY.JPY-LIBOR-BBA.6M.JPY-LIBOR-BBA,0.0,ACT/360,6000000000.0,JPY,MTH,MTH,0.0
Fixed,7.481,nan,0.0,ACT/365.FIXED,100000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,100000000.0,ZAR,MTH,MTH,0.0
Fixed,2.4245,nan,0.0,ACT/360,2100000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,2100000000.0,USD,MTH,MTH,0.0
Fixed,2.424,nan,0.0,ACT/360,2100000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,2100000000.0,USD,MTH,MTH,0.0
Fixed,2.424,nan,0.0,ACT/360,2100000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,2100000000.0,USD,MTH,MTH,0.0
Fixed,2.424,nan,0.0,ACT/360,900000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,900000000.0,USD,MTH,MTH,0.0
Fixed,2.424,nan,0.0,ACT/360,1000000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,1000000000.0,USD,MTH,MTH,0.0
Fixed,1.746,nan,0.0,ACT/365.FIXED,78000000.0,CAD,MTH,MTH,Float,0.0,CAD.BA.3M.CDOR,0.0,ACT/365.FIXED,78000000.0,CAD,MTH,MTH,0.0
FIXED,2.25,nan,0.0,30/360,54000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,54000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,22000000.0,USD,3M,3M,FIXED,2.25,nan,0.0,30/360,22000000.0,USD,6M,nan,0.0
FIXED,2.0,nan,0.0,30/360,20000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,20000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,4000000.0,USD,3M,3M,FIXED,2.25,nan,0.0,30/360,4000000.0,USD,6M,nan,0.0
FIXED,2.0,nan,0.0,30/360,14000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,14000000.0,USD,3M,3M,0.0
FIXED,2.75,nan,0.0,30/360,2000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,2000000.0,USD,3M,3M,0.0
FIXED,2.0,nan,0.0,30/360,240000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,240000000.0,USD,3M,3M,0.0
FIXED,2.0,nan,0.0,30/360,240000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,240000000.0,USD,3M,3M,0.0
FIXED,2.75,nan,0.0,30/360,32000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,32000000.0,USD,3M,3M,0.0
FIXED,2.25,nan,0.0,30/360,23000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,23000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,240000000.0,USD,3M,3M,FIXED,2.0,nan,0.0,30/360,240000000.0,USD,6M,nan,0.0
FIXED,2.25,nan,0.0,30/360,5000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,5000000.0,USD,3M,3M,0.0
FIXED,1.5,nan,0.0,30/360,200000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,200000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,240000000.0,USD,3M,3M,FIXED,2.0,nan,0.0,30/360,240000000.0,USD,6M,nan,0.0
FIXED,2.75,nan,0.0,30/360,9000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,9000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,86000000.0,USD,3M,3M,FIXED,2.25,nan,0.0,30/360,86000000.0,USD,6M,nan,0.0
FIXED,2.0,nan,0.0,30/360,34000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,34000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,200000.0,USD,3M,3M,FIXED,1.5,nan,0.0,30/360,200000.0,USD,6M,nan,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,18000000.0,USD,3M,3M,FIXED,2.25,nan,0.0,30/360,18000000.0,USD,6M,nan,0.0
FIXED,2.25,nan,0.0,30/360,48000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,48000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,38000000.0,USD,3M,3M,FIXED,2.75,nan,0.0,30/360,38000000.0,USD,6M,nan,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,5000000.0,USD,3M,3M,FIXED,2.75,nan,0.0,30/360,5000000.0,USD,6M,nan,0.0
Fixed,1.76,nan,0.0,ACT/360,52000000.0,USD,MTH,MTH,Float,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,52000000.0,USD,MTH,MTH,0.0
Fixed,0.8135,nan,0.0,ACT/360,54000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,54000000.0,EUR,MTH,MTH,0.0
Fixed,0.172,nan,0.0,ACT/360,14000000000.0,JPY,MTH,MTH,Float,0.0,JPY.LIBOR.6M.BBA,0.0,ACT/360,14000000000.0,JPY,MTH,MTH,0.0
Fixed,0.025,nan,0.0,ACT/360,26102500000.0,JPY,MTH,MTH,Float,0.0,JPY.LIBOR.6M.BBA,0.0,ACT/360,26102500000.0,JPY,MTH,MTH,0.0
Fixed,0.18075,nan,0.0,ACT/360,14000000000.0,JPY,MTH,MTH,Float,0.0,JPY.LIBOR.6M.BBA,0.0,ACT/360,14000000000.0,JPY,MTH,MTH,0.0
Fixed,1.7085,nan,0.0,ACT/365.FIXED,950000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,950000000.0,CAD,MTH,MTH,0.0
Fixed,1.7085,nan,0.0,ACT/365.FIXED,1000000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,1000000000.0,CAD,MTH,MTH,0.0
Fixed,1.7085,nan,0.0,ACT/365.FIXED,470000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,470000000.0,CAD,MTH,MTH,0.0
Fixed,1.765,nan,0.0,ACT/365.FIXED,1000000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,1000000000.0,CAD,MTH,MTH,0.0
Fixed,1.7085,nan,0.0,ACT/365.FIXED,370000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,370000000.0,CAD,MTH,MTH,0.0
Fixed,1.765,nan,0.0,ACT/365.FIXED,450000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,450000000.0,CAD,MTH,MTH,0.0
Fixed,1.765,nan,0.0,ACT/365.FIXED,1000000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,1000000000.0,CAD,MTH,MTH,0.0
Fixed,1.765,nan,0.0,ACT/365.FIXED,550000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,550000000.0,CAD,MTH,MTH,0.0
Fixed,7.755,nan,0.0,ACT/365.FIXED,130000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,130000000.0,ZAR,MTH,MTH,0.0
Fixed,7.7525,nan,0.0,ACT/365.FIXED,130000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,130000000.0,ZAR,MTH,MTH,0.0
Fixed,7.735,nan,0.0,ACT/365.FIXED,75000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,75000000.0,ZAR,MTH,MTH,0.0
Fixed,8.38,nan,0.0,ACT/360,150000000.0,MXN,MTH,MTH,Float,0.0,MXN.MXN-TIIE-Banxico.28D.MXN-TIIE-Banxico,0.0,ACT/360,150000000.0,MXN,MTH,MTH,0.0
Fixed,8.0425,nan,0.0,ACT/360,550000000.0,MXN,MTH,MTH,Float,0.0,MXN.MXN-TIIE-Banxico.28D.MXN-TIIE-Banxico,0.0,ACT/360,550000000.0,MXN,MTH,MTH,0.0
Fixed,0.0495,nan,0.0,ACT/360,280000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,280000000.0,USD,MTH,MTH,0.0
Fixed,0.0495,nan,0.0,ACT/360,280000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,280000000.0,USD,MTH,MTH,0.0
Fixed,0.235,nan,0.0,ACT/360,310000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,310000000.0,EUR,MTH,MTH,0.0
Fixed,0.235,nan,0.0,ACT/360,950000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,950000000.0,EUR,MTH,MTH,0.0
Fixed,0.29,nan,0.0,ACT/360,800000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,800000000.0,EUR,MTH,MTH,0.0
Fixed,0.235,nan,0.0,ACT/360,440000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,440000000.0,EUR,MTH,MTH,0.0
Fixed,0.29,nan,0.0,ACT/360,750000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,750000000.0,EUR,MTH,MTH,0.0
Fixed,0.29,nan,0.0,ACT/360,260000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,260000000.0,EUR,MTH,MTH,0.0
Fixed,0.235,nan,0.0,ACT/360,900000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,900000000.0,EUR,MTH,MTH,0.0
Fixed,0.29,nan,0.0,ACT/360,370000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EONIA-OIS-COMPOUND.1T.EUR-EONIA-OIS-COMPOUND,0.0,ACT/360,370000000.0,EUR,MTH,MTH,0.0
Fixed,1.736,nan,0.0,ACT/365.FIXED,850000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,850000000.0,CAD,MTH,MTH,0.0
Fixed,1.736,nan,0.0,ACT/365.FIXED,380000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,380000000.0,CAD,MTH,MTH,0.0
Fixed,1.736,nan,0.0,ACT/365.FIXED,800000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,800000000.0,CAD,MTH,MTH,0.0
Fixed,1.736,nan,0.0,ACT/365.FIXED,300000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,300000000.0,CAD,MTH,MTH,0.0
Fixed,2.151,nan,0.0,ACT/360,120000000.0,NOK,MTH,MTH,Float,0.0,NOK.NOK-NIBOR-OIBOR.6M.NOK-NIBOR-OIBOR,0.0,ACT/360,120000000.0,NOK,MTH,MTH,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,10000000.0,USD,3M,3M,FIXED,0.5,nan,0.0,30/360,10000000.0,USD,6M,nan,Nan
FIXED,1.0,nan,0.0,30/360,4000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,4000000.0,USD,3M,3M,Nan
FIXED,0.5,nan,0.0,30/360,10000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,10000000.0,USD,3M,3M,Nan
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,9000000.0,USD,3M,3M,FIXED,1.25,nan,0.0,30/360,9000000.0,USD,6M,nan,Nan
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,4000000.0,USD,3M,3M,FIXED,1.0,nan,0.0,30/360,4000000.0,USD,6M,nan,Nan
FIXED,1.25,nan,0.0,30/360,9000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,9000000.0,USD,3M,3M,Nan
Fixed,2.864,nan,0.0,ACT/365.FIXED,41000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,41000000.0,NZD,MTH,MTH,0.0
Fixed,2.2445,nan,0.0,ACT/365.FIXED,180000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,180000000.0,NZD,MTH,MTH,0.0
Fixed,2.2445,nan,0.0,ACT/365.FIXED,180000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,180000000.0,NZD,MTH,MTH,0.0
Fixed,2.864,nan,0.0,ACT/365.FIXED,37000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,37000000.0,NZD,MTH,MTH,0.0
Fixed,2.864,nan,0.0,ACT/365.FIXED,15000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,15000000.0,NZD,MTH,MTH,0.0
Fixed,2.2445,nan,0.0,ACT/365.FIXED,78000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,78000000.0,NZD,MTH,MTH,0.0
Fixed,2.864,nan,0.0,ACT/365.FIXED,15000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,15000000.0,NZD,MTH,MTH,0.0
Fixed,2.2445,nan,0.0,ACT/365.FIXED,75000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,75000000.0,NZD,MTH,MTH,0.0
Fixed,0.5325,nan,0.0,ACT/360,40000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,0.0,ACT/360,40000000.0,EUR,MTH,MTH,0.0
Fixed,3.855,nan,0.0,ACT/365.FIXED,6000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,6000000.0,NZD,MTH,MTH,0.0
Fixed,3.855,nan,0.0,ACT/365.FIXED,6000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,6000000.0,NZD,MTH,MTH,0.0
Fixed,3.855,nan,0.0,ACT/365.FIXED,2000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,2000000.0,NZD,MTH,MTH,0.0
Fixed,3.855,nan,0.0,ACT/365.FIXED,3000000.0,NZD,MTH,MTH,Float,0.0,NZD.NZD-BBR-FRA.3M.NZD-BBR-FRA,0.0,ACT/365.FIXED,3000000.0,NZD,MTH,MTH,0.0
Fixed,0.675,nan,0.0,ACT/365.FIXED,210000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,210000000.0,GBP,MTH,MTH,0.0
Fixed,0.675,nan,0.0,ACT/365.FIXED,81000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,81000000.0,GBP,MTH,MTH,0.0
Fixed,0.675,nan,0.0,ACT/365.FIXED,100000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,100000000.0,GBP,MTH,MTH,0.0
Fixed,0.675,nan,0.0,ACT/365.FIXED,210000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-SONIA-COMPOUND.1T.GBP-SONIA-COMPOUND,0.0,ACT/365.FIXED,210000000.0,GBP,MTH,MTH,0.0
Fixed,2.312,nan,0.0,ACT/365.FIXED,55000000.0,GBP,MTH,MTH,Float,0.0,GBP-SONIA-OIS Compound,0.0,ACT/365.FIXED,55000000.0,GBP,MTH,MTH,0.0
Fixed,2.944,nan,0.0,ACT/365.FIXED,1000000000.0,GBP,MTH,MTH,Float,0.0,GBP-SONIA-OIS Compound,0.0,ACT/365.FIXED,1000000000.0,GBP,MTH,MTH,0.0
Fixed,1.403,nan,0.0,ACT/365.FIXED,55000000.0,GBP,MTH,MTH,Float,0.0,GBP-SONIA-OIS Compound,0.0,ACT/365.FIXED,55000000.0,GBP,MTH,MTH,0.0
