Leg 1 Type,Leg 1 Fixed Rate,Leg 1 Floating Index,Leg 1 Spread,Leg 1 Day Count Convention,Leg 1 Notional,Leg 1 Notional Currency,Leg 1 Payment Frequency,Leg1 Reset Frequency,Leg 2 Type,Leg 2 Fixed Rate,Leg 2 Floating Index,Leg 2 Spread,Leg 2 Day Count Convention,Leg 2 Notional,Leg 2 Notional Currency,Leg 2 Payment Frequency,Leg 2 Reset Frequency,Future Value Notional
Fixed,0.263,nan,0.0,ACT/360,120000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,120000000.0,USD,MTH,MTH,0.0
Fixed,0.2605,nan,0.0,ACT/360,120000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,120000000.0,USD,MTH,MTH,0.0
Fixed,1.237,nan,0.0,ACT/360,10000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,10000000.0,USD,MTH,MTH,0.0
Fixed,1.2205,nan,0.0,ACT/360,10000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,10000000.0,USD,MTH,MTH,0.0
Fixed,0.0375,nan,0.0,ACT/360,250000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1Y.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,250000000.0,USD,MTH,MTH,0.0
Fixed,0.722,nan,0.0,ACT/360,25000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,25000000.0,USD,MTH,MTH,0.0
Fixed,1.129,nan,0.0,ACT/360,51000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,51000000.0,USD,MTH,MTH,0.0
Fixed,1.466,nan,0.0,ACT/360,18000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,18000000.0,USD,MTH,MTH,0.0
Fixed,0.717,nan,0.0,ACT/360,25000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,25000000.0,USD,MTH,MTH,0.0
Fixed,1.129,nan,0.0,ACT/360,51000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,51000000.0,USD,MTH,MTH,0.0
Fixed,1.466,nan,0.0,ACT/360,18000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,18000000.0,USD,MTH,MTH,0.0
Fixed,1.717,nan,0.0,ACT/360,15000000.0,USD,MTH,MTH,Float,0.0,USD-LIBOR-BBA,0.0,ACT/360,15000000.0,USD,MTH,MTH,0.0
FIXED,2.0,nan,0.0,30/360,190000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,190000000.0,USD,3M,3M,0.0
Fixed,4.27,nan,0.0,ACT/365.FIXED,45000000.0,NZD,MTH,MTH,Float,0.0,NZD.BBR.3M.FRA,0.0,ACT/365.FIXED,45000000.0,NZD,MTH,MTH,0.0
Fixed,4.055,nan,0.0,ACT/365.FIXED,25000000.0,NZD,MTH,MTH,Float,0.0,NZD.BBR.3M.FRA,0.0,ACT/365.FIXED,25000000.0,NZD,MTH,MTH,0.0
Fixed,4.22,nan,0.0,ACT/365.FIXED,120000000.0,NZD,MTH,MTH,Float,0.0,NZD.BBR.3M.FRA,0.0,ACT/365.FIXED,120000000.0,NZD,MTH,MTH,0.0
Fixed,0.955,nan,0.0,ACT/360,120000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,120000000.0,EUR,MTH,MTH,0.0
Fixed,1.468,nan,0.0,ACT/360,120000000.0,EUR,MTH,MTH,Float,0.0,EUR.EURIBOR.6M.Reuters,0.0,ACT/360,120000000.0,EUR,MTH,MTH,0.0
Fixed,2.1745,nan,0.0,ACT/360,3000000.0,USD,MTH,MTH,Float,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,3000000.0,USD,MTH,MTH,0.0
Fixed,2.03,nan,0.0,ACT/360,170000000.0,USD,MTH,MTH,Float,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,170000000.0,USD,MTH,MTH,0.0
Fixed,2.5,nan,0.0,ACT/360,180000000.0,USD,MTH,MTH,Float,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,180000000.0,USD,MTH,MTH,0.0
Fixed,2.411,nan,0.0,ACT/360,1000000.0,USD,MTH,MTH,Float,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,1000000.0,USD,MTH,MTH,0.0
FIXED,2.0,nan,0.0,30/360,220000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,220000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,460000000.0,USD,3M,3M,FIXED,1.25,nan,0.0,30/360,460000000.0,USD,6M,nan,0.0
FIXED,3.0,nan,0.0,30/360,2000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,2000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,11000000.0,USD,3M,3M,FIXED,3.5,nan,0.0,30/360,11000000.0,USD,6M,nan,0.0
FIXED,1.75,nan,0.0,30/360,170000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,170000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,460000000.0,USD,3M,3M,FIXED,0.795,nan,0.0,30/360,460000000.0,USD,6M,nan,0.0
FIXED,2.25,nan,0.0,30/360,9000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,9000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,9000000.0,USD,3M,3M,FIXED,3.0,nan,0.0,30/360,9000000.0,USD,6M,nan,0.0
FIXED,1.25,nan,0.0,30/360,460000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,460000000.0,USD,3M,3M,0.0
FIXED,1.5,nan,0.0,30/360,240000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,240000000.0,USD,3M,3M,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,5000000.0,USD,3M,3M,FIXED,2.25,nan,0.0,30/360,5000000.0,USD,6M,nan,0.0
FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,120000000.0,USD,3M,3M,FIXED,3.5,nan,0.0,30/360,120000000.0,USD,6M,nan,0.0
FIXED,2.0,nan,0.0,30/360,190000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,190000000.0,USD,3M,3M,0.0
FIXED,1.5,nan,0.0,30/360,190000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,190000000.0,USD,3M,3M,0.0
FIXED,1.75,nan,0.0,30/360,170000000.0,USD,6M,nan,FLOAT,0.0,USD.LIBOR.3M.BBA,0.0,ACT/360,170000000.0,USD,3M,3M,0.0
Fixed,2.121,nan,0.0,ACT/360,28000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,0.0,ACT/360,28000000.0,EUR,MTH,MTH,0.0
Fixed,2.075,nan,0.0,ACT/360,31000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,0.0,ACT/360,31000000.0,EUR,MTH,MTH,0.0
Fixed,1.396,nan,0.0,ACT/365.FIXED,260000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-LIBOR-BBA.6M.GBP-LIBOR-BBA,0.0,ACT/365.FIXED,260000000.0,GBP,MTH,MTH,0.0
Fixed,1.488,nan,0.0,ACT/365.FIXED,260000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-LIBOR-BBA.6M.GBP-LIBOR-BBA,0.0,ACT/365.FIXED,260000000.0,GBP,MTH,MTH,0.0
Fixed,2.763,nan,0.0,ACT/360,41000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,41000000.0,USD,MTH,MTH,0.0
Fixed,2.566,nan,0.0,ACT/360,36000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,36000000.0,USD,MTH,MTH,0.0
Fixed,0.363,nan,0.0,ACT/360,220000000.0,EUR,MTH,MTH,Float,0.0,EUR.EUR-EURIBOR-Reuters.6M.EUR-EURIBOR-Reuters,0.0,ACT/360,220000000.0,EUR,MTH,MTH,0.0
Fixed,2.024,nan,0.0,ACT/360,5000000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,5000000000.0,USD,MTH,MTH,0.0
Fixed,2.0795,nan,0.0,ACT/360,4000000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,4000000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,2000000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,2000000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,650000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,650000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,1000000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,1000000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,440000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,440000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,200000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,200000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,460000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,460000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,600000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,600000000.0,USD,MTH,MTH,0.0
Fixed,1.6175,nan,0.0,ACT/360,170000000.0,USD,MTH,MTH,Float,0.0,USD.USD-Federal Funds-H.15-OIS-COMPOUND.1T.USD-Federal Funds-H.15-OIS-COMPOUND,0.0,ACT/360,170000000.0,USD,MTH,MTH,0.0
Fixed,0.1225,nan,0.0,ACT/360,120000000.0,SEK,MTH,MTH,Float,0.0,SEK.SEK-STIBOR-SIDE.3M.SEK-STIBOR-SIDE,0.0,ACT/360,120000000.0,SEK,MTH,MTH,0.0
Fixed,0.1225,nan,0.0,ACT/360,280000000.0,SEK,MTH,MTH,Float,0.0,SEK.SEK-STIBOR-SIDE.3M.SEK-STIBOR-SIDE,0.0,ACT/360,280000000.0,SEK,MTH,MTH,0.0
Fixed,0.1225,nan,0.0,ACT/360,300000000.0,SEK,MTH,MTH,Float,0.0,SEK.SEK-STIBOR-SIDE.3M.SEK-STIBOR-SIDE,0.0,ACT/360,300000000.0,SEK,MTH,MTH,0.0
Fixed,0.1225,nan,0.0,ACT/360,110000000.0,SEK,MTH,MTH,Float,0.0,SEK.SEK-STIBOR-SIDE.3M.SEK-STIBOR-SIDE,0.0,ACT/360,110000000.0,SEK,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,170000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,170000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,430000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,430000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,390000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,390000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,170000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,170000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,370000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,370000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,150000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,150000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,210000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,210000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,230000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,230000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,84000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,84000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,87000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,87000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,190000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,190000000.0,GBP,MTH,MTH,0.0
Fixed,0.6585,nan,0.0,ACT/365.FIXED,450000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,450000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,200000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,200000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,73000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,73000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,76000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,76000000.0,GBP,MTH,MTH,0.0
Fixed,0.8575,nan,0.0,ACT/365.FIXED,190000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,190000000.0,GBP,MTH,MTH,0.0
Fixed,0.477,nan,0.0,ACT/365.FIXED,350000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,350000000.0,GBP,MTH,MTH,0.0
Fixed,0.477,nan,0.0,ACT/365.FIXED,310000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,310000000.0,GBP,MTH,MTH,0.0
Fixed,0.477,nan,0.0,ACT/365.FIXED,800000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,800000000.0,GBP,MTH,MTH,0.0
Fixed,0.477,nan,0.0,ACT/365.FIXED,800000000.0,GBP,MTH,MTH,Float,0.0,GBP.GBP-WMBA-SONIA-COMPOUND.1T.GBP-WMBA-SONIA-COMPOUND,0.0,ACT/365.FIXED,800000000.0,GBP,MTH,MTH,0.0
Fixed,1.52,nan,0.0,ACT/365.FIXED,410000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,410000000.0,CAD,MTH,MTH,0.0
Fixed,1.52,nan,0.0,ACT/365.FIXED,160000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,160000000.0,CAD,MTH,MTH,0.0
Fixed,1.52,nan,0.0,ACT/365.FIXED,380000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,380000000.0,CAD,MTH,MTH,0.0
Fixed,1.52,nan,0.0,ACT/365.FIXED,150000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-CORRA-OIS-COMPOUND.1T.CAD-CORRA-OIS-COMPOUND,0.0,ACT/365.FIXED,150000000.0,CAD,MTH,MTH,0.0
Fixed,3.101,nan,0.0,ACT/365.FIXED,82000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,82000000.0,CAD,MTH,MTH,0.0
Fixed,3.1175,nan,0.0,ACT/365.FIXED,34000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,34000000.0,CAD,MTH,MTH,0.0
Fixed,2.905,nan,0.0,ACT/365.FIXED,15000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,15000000.0,CAD,MTH,MTH,0.0
Fixed,2.917,nan,0.0,ACT/365.FIXED,5000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,5000000.0,CAD,MTH,MTH,0.0
Fixed,2.917,nan,0.0,ACT/365.FIXED,2000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,2000000.0,CAD,MTH,MTH,0.0
Fixed,2.917,nan,0.0,ACT/365.FIXED,2000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,2000000.0,CAD,MTH,MTH,0.0
Fixed,2.917,nan,0.0,ACT/365.FIXED,5000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,5000000.0,CAD,MTH,MTH,0.0
Fixed,1.9209,nan,0.0,ACT/360,33000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,33000000.0,USD,MTH,MTH,0.0
Fixed,1.18,nan,0.0,ACT/360,190000000.0,NOK,MTH,MTH,Float,0.0,NOK.NOK-NIBOR-OIBOR.6M.NOK-NIBOR-OIBOR,0.0,ACT/360,190000000.0,NOK,MTH,MTH,0.0
Fixed,4.496,nan,0.0,ACT/365.FIXED,3568450000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,3568450000.0,ZAR,MTH,MTH,0.0
Fixed,4.4715,nan,0.0,ACT/365.FIXED,3000000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,3000000000.0,ZAR,MTH,MTH,0.0
Fixed,1.43,nan,0.0,ACT/365.FIXED,20000000000.0,KRW,MTH,MTH,Float,0.0,KRW.KRW-CD-KSDA-Bloomberg.3M.KRW-CD-KSDA-Bloomberg,0.0,ACT/365.FIXED,20000000000.0,KRW,MTH,MTH,0.0
Fixed,2.335,nan,0.0,ACT/360,13000000000.0,HUF,MTH,MTH,Float,0.0,HUF.HUF-BUBOR-Reuters.6M.HUF-BUBOR-Reuters,0.0,ACT/360,13000000000.0,HUF,MTH,MTH,0.0
Fixed,1.55,nan,0.0,ACT/360,250000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,250000000.0,USD,MTH,MTH,0.0
Fixed,2.1025,nan,0.0,ACT/360,58000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,58000000.0,USD,MTH,MTH,0.0
Fixed,1.99,nan,0.0,ACT/360,110000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,110000000.0,USD,MTH,MTH,0.0
Fixed,1.75,nan,0.0,ACT/360,52000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,52000000.0,USD,MTH,MTH,0.0
Fixed,1.81,nan,0.0,ACT/365.FIXED,13000000.0,PLN,MTH,MTH,Float,0.0,PLN.PLN-WIBOR-WIBO.6M.PLN-WIBOR-WIBO,0.0,ACT/365.FIXED,13000000.0,PLN,MTH,MTH,0.0
Fixed,2.076,nan,0.0,ACT/360,480000000.0,CZK,MTH,MTH,Float,0.0,CZK.CZK-PRIBOR-PRBO.6M.CZK-PRIBOR-PRBO,0.0,ACT/360,480000000.0,CZK,MTH,MTH,0.0
Fixed,6.925,nan,0.0,ACT/360,480000000.0,MXN,MTH,MTH,Float,0.0,MXN.MXN-TIIE-Banxico.28D.MXN-TIIE-Banxico,0.0,ACT/360,480000000.0,MXN,MTH,MTH,0.0
Fixed,0.34,nan,0.0,ACT/365.FIXED,72000000.0,SGD,MTH,MTH,Float,0.0,SGD.SGD-SOR-VWAP.6M.SGD-SOR-VWAP,0.0,ACT/365.FIXED,72000000.0,SGD,MTH,MTH,0.0
Fixed,0.1285,nan,0.0,ACT/365.FIXED,2200000000.0,AUD,MTH,MTH,Float,0.0,AUD.AUD-AONIA-OIS-COMPOUND.1T.AUD-AONIA-OIS-COMPOUND,0.0,ACT/365.FIXED,2200000000.0,AUD,MTH,MTH,0.0
Fixed,5.199,nan,0.0,ACT/365.FIXED,1000000000.0,ZAR,MTH,MTH,Float,0.0,ZAR.ZAR-JIBAR-SAFEX.3M.ZAR-JIBAR-SAFEX,0.0,ACT/365.FIXED,1000000000.0,ZAR,MTH,MTH,0.0
Fixed,0.945,nan,0.0,ACT/360,96000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,96000000.0,USD,MTH,MTH,0.0
Fixed,1.12,nan,0.0,ACT/360,100000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,100000000.0,USD,MTH,MTH,0.0
Fixed,0.954,nan,0.0,ACT/360,6000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,6000000.0,USD,MTH,MTH,0.0
Fixed,1.095,nan,0.0,ACT/360,110000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,110000000.0,USD,MTH,MTH,0.0
Fixed,0.929,nan,0.0,ACT/360,120000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,120000000.0,USD,MTH,MTH,0.0
Fixed,0.982,nan,0.0,ACT/360,230000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,230000000.0,USD,MTH,MTH,0.0
Fixed,0.698,nan,0.0,ACT/365.FIXED,180000000.0,CAD,MTH,MTH,Float,0.0,CAD.CAD-BA-CDOR.3M.CAD-BA-CDOR,0.0,ACT/365.FIXED,180000000.0,CAD,MTH,MTH,0.0
Fixed,0.6731,nan,0.0,ACT/360,2000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,2000000.0,USD,MTH,MTH,0.0
Fixed,0.2321,nan,0.0,ACT/360,11000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,11000000.0,USD,MTH,MTH,0.0
Fixed,0.235,nan,0.0,ACT/360,31000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,31000000.0,USD,MTH,MTH,0.0
Fixed,0.665,nan,0.0,ACT/360,6000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,6000000.0,USD,MTH,MTH,0.0
Fixed,0.6731,nan,0.0,ACT/360,2000000.0,USD,MTH,MTH,Float,0.0,USD.USD-LIBOR-BBA.3M.USD-LIBOR-BBA,0.0,ACT/360,2000000.0,USD,MTH,MTH,0.0
